n; time(ms)
1362; 0.000000ms
1363; 0.000000ms
1364; 0.000000ms
1365; 0.000000ms
1366; 0.000000ms
1367; 0.000000ms
1368; 0.000000ms
1369; 0.000000ms
1370; 0.000000ms
1371; 0.000000ms
1372; 0.000000ms
1373; 0.000000ms
1374; 0.000000ms
1375; 0.000000ms
1376; 0.000000ms
1377; 0.000000ms
1378; 0.000000ms
1379; 0.000000ms
1380; 0.000000ms
1381; 0.000000ms
1382; 0.000000ms
1383; 0.000000ms
1384; 0.000000ms
1385; 0.000000ms
1386; 0.000000ms
1387; 0.000000ms
1388; 0.000000ms
1389; 0.997000ms
1390; 0.000000ms
1391; 0.000000ms
1392; 0.000000ms
1393; 0.000000ms
1394; 0.000000ms
1395; 0.000000ms
1396; 0.000000ms
1397; 0.000000ms
1398; 0.000000ms
1399; 0.000000ms
1400; 0.000000ms
1401; 0.000000ms
1402; 0.000000ms
1403; 0.000000ms
1404; 0.000000ms
1405; 0.000000ms
1406; 0.000000ms
1407; 0.000000ms
1408; 0.000000ms
1409; 0.000000ms
1410; 0.000000ms
1411; 0.000000ms
1412; 0.000000ms
1413; 0.000000ms
1414; 0.000000ms
1415; 0.000000ms
1416; 0.000000ms
1417; 0.000000ms
1418; 0.000000ms
1419; 0.000000ms
1420; 0.000000ms
1421; 0.000000ms
1422; 0.000000ms
1423; 0.000000ms
1424; 0.000000ms
1425; 0.000000ms
1426; 0.000000ms
1427; 0.000000ms
1428; 0.000000ms
1429; 0.000000ms
1430; 0.000000ms
1431; 0.000000ms
1432; 0.000000ms
1433; 0.000000ms
1434; 0.000000ms
1435; 0.000000ms
1436; 0.000000ms
1437; 0.000000ms
1438; 0.000000ms
1439; 0.000000ms
1440; 0.000000ms
1441; 0.000000ms
1442; 0.000000ms
1443; 0.000000ms
1444; 0.000000ms
1445; 0.000000ms
1446; 0.000000ms
1447; 0.000000ms
1448; 0.000000ms
1449; 0.000000ms
1450; 0.000000ms
1451; 0.000000ms
1452; 0.000000ms
1453; 0.000000ms
1454; 0.000000ms
1455; 0.000000ms
1456; 0.000000ms
1457; 0.000000ms
1458; 0.000000ms
1459; 0.000000ms
1460; 0.000000ms
1461; 0.000000ms
1462; 0.000000ms
1463; 0.000000ms
1464; 0.000000ms
1465; 0.000000ms
1466; 0.000000ms
1467; 0.000000ms
1468; 0.000000ms
1469; 0.000000ms
1470; 0.000000ms
1471; 0.000000ms
1472; 0.000000ms
1473; 0.000000ms
1474; 0.000000ms
1475; 0.000000ms
1476; 0.000000ms
1477; 0.000000ms
1478; 0.000000ms
1479; 0.000000ms
1480; 0.000000ms
1481; 0.000000ms
1482; 0.000000ms
1483; 0.000000ms
1484; 0.000000ms
1485; 0.000000ms
1486; 0.000000ms
1487; 0.000000ms
1488; 0.000000ms
1489; 0.000000ms
1490; 0.000000ms
1491; 0.000000ms
1492; 0.000000ms
1493; 0.000000ms
1494; 0.000000ms
1495; 0.000000ms
1496; 0.000000ms
1497; 0.000000ms
1498; 0.000000ms
1499; 0.000000ms
1500; 0.000000ms
1501; 0.000000ms
1502; 0.000000ms
1503; 0.000000ms
1504; 0.000000ms
1505; 0.000000ms
1506; 0.000000ms
1507; 0.000000ms
1508; 0.000000ms
1509; 0.000000ms
1510; 0.000000ms
1511; 0.000000ms
1512; 0.000000ms
1513; 0.000000ms
1514; 0.000000ms
1515; 0.000000ms
1516; 0.000000ms
1517; 0.000000ms
1518; 0.000000ms
1519; 0.000000ms
1520; 0.000000ms
1521; 0.000000ms
1522; 0.000000ms
1523; 0.000000ms
1524; 0.000000ms
1525; 0.000000ms
1526; 0.000000ms
1527; 0.000000ms
1528; 0.000000ms
1529; 0.000000ms
1530; 0.000000ms
1531; 0.000000ms
1532; 0.000000ms
1533; 0.000000ms
1534; 0.000000ms
1535; 0.000000ms
1536; 0.000000ms
1537; 0.000000ms
1538; 0.000000ms
1539; 0.000000ms
1540; 0.000000ms
1541; 0.000000ms
1542; 0.000000ms
1543; 0.000000ms
1544; 0.000000ms
1545; 0.000000ms
1546; 0.000000ms
1547; 0.000000ms
1548; 0.000000ms
1549; 0.000000ms
1550; 0.000000ms
1551; 0.000000ms
1552; 0.000000ms
1553; 0.000000ms
1554; 0.000000ms
1555; 0.000000ms
1556; 0.000000ms
1557; 0.000000ms
1558; 0.000000ms
1559; 0.000000ms
1560; 0.000000ms
1561; 0.000000ms
1562; 0.000000ms
1563; 0.000000ms
1564; 0.000000ms
1565; 0.000000ms
1566; 0.000000ms
1567; 0.000000ms
1568; 0.000000ms
1569; 0.000000ms
1570; 0.000000ms
1571; 0.000000ms
1572; 0.000000ms
1573; 0.000000ms
1574; 0.000000ms
1575; 0.000000ms
1576; 0.000000ms
1577; 0.000000ms
1578; 0.000000ms
1579; 0.000000ms
1580; 0.000000ms
1581; 0.000000ms
1582; 0.000000ms
1583; 0.000000ms
1584; 0.000000ms
1585; 0.000000ms
1586; 0.000000ms
1587; 0.000000ms
1588; 0.000000ms
1589; 0.000000ms
1590; 0.000000ms
1591; 0.000000ms
1592; 0.000000ms
1593; 0.000000ms
1594; 0.000000ms
1595; 0.000000ms
1596; 0.000000ms
1597; 0.000000ms
1598; 0.000000ms
1599; 0.000000ms
1600; 0.000000ms
1601; 0.000000ms
1602; 0.000000ms
1603; 0.000000ms
1604; 0.000000ms
1605; 0.000000ms
1606; 0.000000ms
1607; 0.000000ms
1608; 0.000000ms
1609; 0.000000ms
1610; 0.000000ms
1611; 0.000000ms
1612; 0.000000ms
1613; 0.000000ms
1614; 0.000000ms
1615; 0.000000ms
1616; 0.000000ms
1617; 0.000000ms
1618; 0.000000ms
1619; 0.000000ms
1620; 0.998000ms
1621; 0.000000ms
1622; 0.000000ms
1623; 0.000000ms
1624; 0.000000ms
1625; 0.000000ms
1626; 0.000000ms
1627; 0.000000ms
1628; 0.000000ms
1629; 0.000000ms
1630; 0.000000ms
1631; 0.000000ms
1632; 0.000000ms
1633; 0.000000ms
1634; 0.000000ms
1635; 0.000000ms
1636; 0.000000ms
1637; 0.000000ms
1638; 0.000000ms
1639; 0.000000ms
1640; 0.000000ms
1641; 0.000000ms
1642; 0.000000ms
1643; 0.000000ms
1644; 0.000000ms
1645; 0.000000ms
1646; 0.000000ms
1647; 0.000000ms
1648; 0.000000ms
1649; 0.000000ms
1650; 0.000000ms
1651; 0.000000ms
1652; 0.000000ms
1653; 0.000000ms
1654; 0.000000ms
1655; 0.000000ms
1656; 0.000000ms
1657; 0.000000ms
1658; 0.000000ms
1659; 0.000000ms
1660; 0.000000ms
1661; 0.000000ms
1662; 0.000000ms
1663; 0.000000ms
1664; 0.000000ms
1665; 0.000000ms
1666; 0.000000ms
1667; 0.000000ms
1668; 0.000000ms
1669; 0.000000ms
1670; 0.000000ms
1671; 0.000000ms
1672; 0.000000ms
1673; 0.000000ms
1674; 0.000000ms
1675; 0.000000ms
1676; 0.000000ms
1677; 0.000000ms
1678; 0.000000ms
1679; 0.000000ms
1680; 0.000000ms
1681; 0.000000ms
1682; 0.000000ms
1683; 0.000000ms
1684; 0.000000ms
1685; 0.000000ms
1686; 0.000000ms
1687; 0.000000ms
1688; 0.000000ms
1689; 0.000000ms
1690; 0.000000ms
1691; 0.000000ms
1692; 0.000000ms
1693; 0.000000ms
1694; 0.000000ms
1695; 0.000000ms
1696; 0.000000ms
1697; 0.000000ms
1698; 0.000000ms
1699; 0.000000ms
1700; 0.000000ms
1701; 0.000000ms
1702; 0.000000ms
1703; 0.000000ms
1704; 0.000000ms
1705; 0.000000ms
1706; 0.000000ms
1707; 0.000000ms
1708; 0.000000ms
1709; 0.000000ms
1710; 0.000000ms
1711; 0.000000ms
1712; 0.000000ms
1713; 0.000000ms
1714; 0.000000ms
1715; 0.000000ms
1716; 0.000000ms
1717; 0.000000ms
1718; 0.000000ms
1719; 0.000000ms
1720; 0.000000ms
1721; 0.000000ms
1722; 0.000000ms
1723; 0.000000ms
1724; 0.000000ms
1725; 0.000000ms
1726; 0.000000ms
1727; 0.000000ms
1728; 0.000000ms
1729; 0.000000ms
1730; 0.000000ms
1731; 0.000000ms
1732; 0.000000ms
1733; 0.000000ms
1734; 0.000000ms
1735; 0.000000ms
1736; 0.000000ms
1737; 0.000000ms
1738; 0.000000ms
1739; 0.000000ms
1740; 0.000000ms
1741; 0.000000ms
1742; 0.000000ms
1743; 0.000000ms
1744; 0.000000ms
1745; 0.000000ms
1746; 0.000000ms
1747; 0.000000ms
1748; 0.000000ms
1749; 0.000000ms
1750; 0.000000ms
1751; 0.000000ms
1752; 0.000000ms
1753; 0.000000ms
1754; 0.000000ms
1755; 0.000000ms
1756; 0.000000ms
1757; 0.000000ms
1758; 0.000000ms
1759; 0.000000ms
1760; 0.000000ms
1761; 0.000000ms
1762; 0.000000ms
1763; 0.000000ms
1764; 0.000000ms
1765; 0.000000ms
1766; 0.000000ms
1767; 0.000000ms
1768; 0.000000ms
1769; 0.000000ms
1770; 0.000000ms
1771; 0.000000ms
1772; 0.000000ms
1773; 0.000000ms
1774; 0.000000ms
1775; 0.000000ms
1776; 0.000000ms
1777; 0.000000ms
1778; 0.000000ms
1779; 0.000000ms
1780; 0.000000ms
1781; 0.000000ms
1782; 0.000000ms
1783; 0.000000ms
1784; 0.000000ms
1785; 0.000000ms
1786; 0.000000ms
1787; 0.000000ms
1788; 0.000000ms
1789; 0.000000ms
1790; 0.000000ms
1791; 0.000000ms
1792; 0.000000ms
1793; 0.000000ms
1794; 0.000000ms
1795; 0.000000ms
1796; 0.000000ms
1797; 0.000000ms
1798; 0.000000ms
1799; 0.000000ms
1800; 0.000000ms
1801; 0.000000ms
1802; 0.000000ms
1803; 0.000000ms
1804; 0.000000ms
1805; 0.000000ms
1806; 0.000000ms
1807; 0.000000ms
1808; 0.000000ms
1809; 0.000000ms
1810; 0.000000ms
1811; 0.000000ms
1812; 0.000000ms
1813; 0.000000ms
1814; 0.000000ms
1815; 0.000000ms
1816; 0.000000ms
1817; 0.000000ms
1818; 0.000000ms
1819; 1.024000ms
1820; 0.000000ms
1821; 0.000000ms
1822; 0.000000ms
1823; 0.000000ms
1824; 0.000000ms
1825; 0.000000ms
1826; 0.000000ms
1827; 0.000000ms
1828; 0.000000ms
1829; 0.000000ms
1830; 0.000000ms
1831; 0.000000ms
1832; 0.000000ms
1833; 0.000000ms
1834; 0.000000ms
1835; 0.000000ms
1836; 0.000000ms
1837; 0.000000ms
1838; 0.000000ms
1839; 0.000000ms
1840; 0.000000ms
1841; 0.000000ms
1842; 0.000000ms
1843; 0.000000ms
1844; 0.000000ms
1845; 0.000000ms
1846; 0.000000ms
1847; 0.000000ms
1848; 0.000000ms
1849; 0.000000ms
1850; 0.000000ms
1851; 0.000000ms
1852; 0.000000ms
1853; 0.000000ms
1854; 0.000000ms
1855; 0.000000ms
1856; 0.000000ms
1857; 0.000000ms
1858; 0.000000ms
1859; 0.000000ms
1860; 0.000000ms
1861; 0.000000ms
1862; 0.000000ms
1863; 0.000000ms
1864; 0.000000ms
1865; 0.000000ms
1866; 0.000000ms
1867; 0.000000ms
1868; 0.000000ms
1869; 0.000000ms
1870; 0.000000ms
1871; 0.000000ms
1872; 0.000000ms
1873; 0.000000ms
1874; 0.000000ms
1875; 0.000000ms
1876; 0.000000ms
1877; 0.000000ms
1878; 0.000000ms
1879; 0.000000ms
1880; 0.000000ms
1881; 0.000000ms
1882; 0.000000ms
1883; 0.000000ms
1884; 0.000000ms
1885; 0.000000ms
1886; 0.000000ms
1887; 0.000000ms
1888; 0.000000ms
1889; 0.000000ms
1890; 0.000000ms
1891; 0.000000ms
1892; 0.000000ms
1893; 0.000000ms
1894; 0.000000ms
1895; 0.000000ms
1896; 0.000000ms
1897; 0.000000ms
1898; 0.000000ms
1899; 0.000000ms
1900; 0.000000ms
1901; 0.000000ms
1902; 0.000000ms
1903; 0.000000ms
1904; 0.000000ms
1905; 0.000000ms
1906; 0.000000ms
1907; 0.000000ms
1908; 0.000000ms
1909; 0.000000ms
1910; 0.000000ms
1911; 0.000000ms
1912; 0.000000ms
1913; 0.000000ms
1914; 0.000000ms
1915; 0.000000ms
1916; 0.000000ms
1917; 0.000000ms
1918; 0.000000ms
1919; 0.000000ms
1920; 0.000000ms
1921; 0.000000ms
1922; 0.000000ms
1923; 0.000000ms
1924; 0.000000ms
1925; 0.000000ms
1926; 0.000000ms
1927; 0.000000ms
1928; 0.000000ms
1929; 0.000000ms
1930; 0.000000ms
1931; 0.000000ms
1932; 0.000000ms
1933; 0.000000ms
1934; 0.000000ms
1935; 0.000000ms
1936; 0.000000ms
1937; 0.000000ms
1938; 0.000000ms
1939; 0.000000ms
1940; 0.000000ms
1941; 0.000000ms
1942; 0.000000ms
1943; 0.000000ms
1944; 0.000000ms
1945; 0.000000ms
1946; 0.000000ms
1947; 0.000000ms
1948; 0.000000ms
1949; 0.000000ms
1950; 0.000000ms
1951; 0.000000ms
1952; 0.000000ms
1953; 0.000000ms
1954; 0.000000ms
1955; 0.000000ms
1956; 0.000000ms
1957; 0.000000ms
1958; 0.000000ms
1959; 0.000000ms
1960; 0.000000ms
1961; 0.000000ms
1962; 0.000000ms
1963; 0.000000ms
1964; 0.000000ms
1965; 0.000000ms
1966; 0.000000ms
1967; 0.000000ms
1968; 0.000000ms
1969; 0.000000ms
1970; 0.000000ms
1971; 0.000000ms
1972; 0.000000ms
1973; 0.000000ms
1974; 0.000000ms
1975; 0.000000ms
1976; 0.000000ms
1977; 0.000000ms
1978; 0.000000ms
1979; 0.000000ms
1980; 0.000000ms
1981; 0.000000ms
1982; 0.000000ms
1983; 0.000000ms
1984; 0.000000ms
1985; 0.000000ms
1986; 0.000000ms
1987; 0.000000ms
1988; 0.000000ms
1989; 0.000000ms
1990; 0.997000ms
1991; 0.000000ms
1992; 0.000000ms
1993; 0.000000ms
1994; 0.000000ms
1995; 0.000000ms
1996; 0.000000ms
1997; 0.000000ms
1998; 0.000000ms
1999; 0.000000ms
2000; 0.000000ms
2001; 0.000000ms
2002; 0.000000ms
2003; 0.000000ms
2004; 0.000000ms
2005; 0.000000ms
2006; 0.000000ms
2007; 0.000000ms
2008; 0.000000ms
2009; 0.000000ms
2010; 0.000000ms
2011; 0.000000ms
2012; 0.000000ms
2013; 0.000000ms
2014; 0.000000ms
2015; 0.000000ms
2016; 0.000000ms
2017; 0.000000ms
2018; 0.000000ms
2019; 0.000000ms
2020; 0.000000ms
2021; 0.000000ms
2022; 0.000000ms
2023; 0.000000ms
2024; 0.000000ms
2025; 0.000000ms
2026; 0.000000ms
2027; 0.000000ms
2028; 0.000000ms
2029; 0.000000ms
2030; 0.000000ms
2031; 0.000000ms
2032; 0.000000ms
2033; 0.000000ms
2034; 0.000000ms
2035; 0.000000ms
2036; 0.000000ms
2037; 0.000000ms
2038; 0.000000ms
2039; 0.000000ms
2040; 0.000000ms
2041; 0.000000ms
2042; 0.000000ms
2043; 0.000000ms
2044; 0.000000ms
2045; 0.000000ms
2046; 0.000000ms
2047; 0.000000ms
2048; 0.000000ms
2049; 0.000000ms
2050; 0.000000ms
2051; 0.000000ms
2052; 0.000000ms
2053; 0.000000ms
2054; 0.000000ms
2055; 0.000000ms
2056; 0.000000ms
2057; 0.000000ms
2058; 0.000000ms
2059; 0.000000ms
2060; 0.000000ms
2061; 0.000000ms
2062; 0.000000ms
2063; 0.000000ms
2064; 0.000000ms
2065; 0.000000ms
2066; 0.000000ms
2067; 0.000000ms
2068; 0.000000ms
2069; 0.000000ms
2070; 0.000000ms
2071; 0.000000ms
2072; 0.000000ms
2073; 0.000000ms
2074; 0.000000ms
2075; 0.000000ms
2076; 0.000000ms
2077; 0.000000ms
2078; 0.000000ms
2079; 0.000000ms
2080; 0.000000ms
2081; 0.000000ms
2082; 0.000000ms
2083; 0.000000ms
2084; 0.000000ms
2085; 0.000000ms
2086; 0.000000ms
2087; 0.000000ms
2088; 0.000000ms
2089; 0.000000ms
2090; 0.000000ms
2091; 0.000000ms
2092; 0.000000ms
2093; 0.000000ms
2094; 0.000000ms
2095; 0.000000ms
2096; 0.000000ms
2097; 0.000000ms
2098; 0.000000ms
2099; 0.000000ms
2100; 0.000000ms
2101; 0.000000ms
2102; 0.000000ms
2103; 0.000000ms
2104; 0.000000ms
2105; 0.000000ms
2106; 0.000000ms
2107; 0.000000ms
2108; 0.000000ms
2109; 0.000000ms
2110; 0.000000ms
2111; 0.000000ms
2112; 0.000000ms
2113; 0.000000ms
2114; 0.000000ms
2115; 0.000000ms
2116; 0.000000ms
2117; 0.000000ms
2118; 0.000000ms
2119; 0.000000ms
2120; 0.000000ms
2121; 0.000000ms
2122; 0.000000ms
2123; 0.000000ms
2124; 0.000000ms
2125; 0.000000ms
2126; 0.000000ms
2127; 0.000000ms
2128; 0.000000ms
2129; 0.000000ms
2130; 0.000000ms
2131; 0.000000ms
2132; 0.000000ms
2133; 0.000000ms
2134; 0.000000ms
2135; 0.000000ms
2136; 0.000000ms
2137; 0.000000ms
2138; 0.000000ms
2139; 0.000000ms
2140; 0.000000ms
2141; 0.997000ms
2142; 0.000000ms
2143; 0.000000ms
2144; 0.000000ms
2145; 0.000000ms
2146; 0.000000ms
2147; 0.000000ms
2148; 0.000000ms
2149; 0.000000ms
2150; 0.000000ms
2151; 0.000000ms
2152; 0.000000ms
2153; 0.000000ms
2154; 0.000000ms
2155; 0.000000ms
2156; 0.000000ms
2157; 0.000000ms
2158; 0.000000ms
2159; 0.000000ms
2160; 0.000000ms
2161; 0.000000ms
2162; 0.000000ms
2163; 0.000000ms
2164; 0.000000ms
2165; 0.000000ms
2166; 0.000000ms
2167; 0.000000ms
2168; 0.000000ms
2169; 0.000000ms
2170; 0.000000ms
2171; 0.000000ms
2172; 0.000000ms
2173; 0.000000ms
2174; 0.000000ms
2175; 0.000000ms
2176; 0.000000ms
2177; 0.000000ms
2178; 0.000000ms
2179; 0.000000ms
2180; 0.000000ms
2181; 0.000000ms
2182; 0.000000ms
2183; 0.000000ms
2184; 0.000000ms
2185; 0.000000ms
2186; 0.000000ms
2187; 0.000000ms
2188; 0.000000ms
2189; 0.000000ms
2190; 0.000000ms
2191; 0.000000ms
2192; 0.000000ms
2193; 0.000000ms
2194; 0.000000ms
2195; 0.000000ms
2196; 0.000000ms
2197; 0.000000ms
2198; 0.000000ms
2199; 0.000000ms
2200; 0.000000ms
2201; 0.000000ms
2202; 0.000000ms
2203; 0.000000ms
2204; 0.000000ms
2205; 0.000000ms
2206; 0.000000ms
2207; 0.000000ms
2208; 0.000000ms
2209; 0.000000ms
2210; 0.000000ms
2211; 0.000000ms
2212; 0.000000ms
2213; 0.000000ms
2214; 0.000000ms
2215; 0.000000ms
2216; 0.000000ms
2217; 0.000000ms
2218; 0.000000ms
2219; 0.000000ms
2220; 0.000000ms
2221; 0.000000ms
2222; 0.000000ms
2223; 0.000000ms
2224; 0.000000ms
2225; 0.000000ms
2226; 0.000000ms
2227; 0.000000ms
2228; 0.000000ms
2229; 0.000000ms
2230; 0.000000ms
2231; 0.000000ms
2232; 0.000000ms
2233; 0.000000ms
2234; 0.000000ms
2235; 0.000000ms
2236; 0.000000ms
2237; 0.000000ms
2238; 0.000000ms
2239; 0.000000ms
2240; 0.000000ms
2241; 0.000000ms
2242; 0.000000ms
2243; 0.000000ms
2244; 0.000000ms
2245; 0.000000ms
2246; 0.000000ms
2247; 0.000000ms
2248; 0.000000ms
2249; 0.000000ms
2250; 0.000000ms
2251; 0.000000ms
2252; 0.000000ms
2253; 0.000000ms
2254; 0.000000ms
2255; 0.000000ms
2256; 0.000000ms
2257; 0.000000ms
2258; 0.000000ms
2259; 0.000000ms
2260; 0.000000ms
2261; 0.000000ms
2262; 0.000000ms
2263; 0.000000ms
2264; 0.000000ms
2265; 0.000000ms
2266; 0.000000ms
2267; 0.000000ms
2268; 0.000000ms
2269; 0.000000ms
2270; 0.000000ms
2271; 0.000000ms
2272; 0.000000ms
2273; 0.000000ms
2274; 0.000000ms
2275; 0.000000ms
2276; 0.000000ms
2277; 0.000000ms
2278; 0.000000ms
2279; 0.997000ms
2280; 0.000000ms
2281; 0.000000ms
2282; 0.000000ms
2283; 0.000000ms
2284; 0.000000ms
2285; 0.000000ms
2286; 0.000000ms
2287; 0.000000ms
2288; 0.000000ms
2289; 0.000000ms
2290; 0.000000ms
2291; 0.000000ms
2292; 0.000000ms
2293; 0.000000ms
2294; 0.000000ms
2295; 0.000000ms
2296; 0.000000ms
2297; 0.000000ms
2298; 0.000000ms
2299; 0.000000ms
2300; 0.000000ms
2301; 0.000000ms
2302; 0.000000ms
2303; 0.000000ms
2304; 0.000000ms
2305; 0.000000ms
2306; 0.000000ms
2307; 0.000000ms
2308; 0.000000ms
2309; 0.000000ms
2310; 0.000000ms
2311; 0.000000ms
2312; 0.000000ms
2313; 0.000000ms
2314; 0.000000ms
2315; 0.000000ms
2316; 0.000000ms
2317; 0.000000ms
2318; 0.000000ms
2319; 0.000000ms
2320; 0.000000ms
2321; 0.000000ms
2322; 0.000000ms
2323; 0.000000ms
2324; 0.000000ms
2325; 0.000000ms
2326; 0.000000ms
2327; 0.000000ms
2328; 0.000000ms
2329; 0.000000ms
2330; 0.000000ms
2331; 0.000000ms
2332; 0.000000ms
2333; 0.000000ms
2334; 0.000000ms
2335; 0.000000ms
2336; 0.000000ms
2337; 0.000000ms
2338; 0.000000ms
2339; 0.000000ms
2340; 0.000000ms
2341; 0.000000ms
2342; 0.000000ms
2343; 0.000000ms
2344; 0.000000ms
2345; 0.000000ms
2346; 0.000000ms
2347; 0.000000ms
2348; 0.000000ms
2349; 0.000000ms
2350; 0.000000ms
2351; 0.000000ms
2352; 0.000000ms
2353; 0.000000ms
2354; 0.000000ms
2355; 0.000000ms
2356; 0.000000ms
2357; 0.000000ms
2358; 0.000000ms
2359; 0.000000ms
2360; 0.000000ms
2361; 0.000000ms
2362; 0.000000ms
2363; 0.000000ms
2364; 0.000000ms
2365; 0.000000ms
2366; 0.000000ms
2367; 0.000000ms
2368; 0.000000ms
2369; 0.000000ms
2370; 0.000000ms
2371; 0.000000ms
2372; 0.000000ms
2373; 0.000000ms
2374; 0.000000ms
2375; 0.000000ms
2376; 0.000000ms
2377; 0.000000ms
2378; 0.000000ms
2379; 0.000000ms
2380; 0.000000ms
2381; 0.000000ms
2382; 0.000000ms
2383; 0.000000ms
2384; 0.000000ms
2385; 0.000000ms
2386; 0.000000ms
2387; 0.000000ms
2388; 0.000000ms
2389; 0.000000ms
2390; 0.000000ms
2391; 0.000000ms
2392; 0.000000ms
2393; 0.000000ms
2394; 0.000000ms
2395; 0.000000ms
2396; 0.000000ms
2397; 0.000000ms
2398; 0.000000ms
2399; 0.000000ms
2400; 0.000000ms
2401; 0.000000ms
2402; 0.000000ms
2403; 0.000000ms
2404; 0.000000ms
2405; 0.000000ms
2406; 0.000000ms
2407; 0.000000ms
2408; 0.000000ms
2409; 0.000000ms
2410; 0.000000ms
2411; 0.000000ms
2412; 0.000000ms
2413; 0.000000ms
2414; 0.000000ms
2415; 0.998000ms
2416; 0.000000ms
2417; 0.000000ms
2418; 0.000000ms
2419; 0.000000ms
2420; 0.000000ms
2421; 0.000000ms
2422; 0.000000ms
2423; 0.000000ms
2424; 0.000000ms
2425; 0.000000ms
2426; 0.000000ms
2427; 0.000000ms
2428; 0.000000ms
2429; 0.000000ms
2430; 0.000000ms
2431; 0.000000ms
2432; 0.000000ms
2433; 0.000000ms
2434; 0.000000ms
2435; 0.000000ms
2436; 0.000000ms
2437; 0.000000ms
2438; 0.000000ms
2439; 0.000000ms
2440; 0.000000ms
2441; 0.000000ms
2442; 0.000000ms
2443; 0.000000ms
2444; 0.000000ms
2445; 0.000000ms
2446; 0.000000ms
2447; 0.000000ms
2448; 0.000000ms
2449; 0.000000ms
2450; 0.000000ms
2451; 0.000000ms
2452; 0.000000ms
2453; 0.000000ms
2454; 0.000000ms
2455; 0.000000ms
2456; 0.000000ms
2457; 0.000000ms
2458; 0.000000ms
2459; 0.000000ms
2460; 0.000000ms
2461; 0.000000ms
2462; 0.000000ms
2463; 0.000000ms
2464; 0.000000ms
2465; 0.000000ms
2466; 0.000000ms
2467; 0.000000ms
2468; 0.000000ms
2469; 0.000000ms
2470; 0.000000ms
2471; 0.000000ms
2472; 0.000000ms
2473; 0.000000ms
2474; 0.000000ms
2475; 0.000000ms
2476; 0.000000ms
2477; 0.000000ms
2478; 0.000000ms
2479; 0.000000ms
2480; 0.000000ms
2481; 0.000000ms
2482; 0.000000ms
2483; 0.000000ms
2484; 0.000000ms
2485; 0.000000ms
2486; 0.000000ms
2487; 0.000000ms
2488; 0.000000ms
2489; 0.000000ms
2490; 0.000000ms
2491; 0.000000ms
2492; 0.000000ms
2493; 0.000000ms
2494; 0.000000ms
2495; 0.000000ms
2496; 0.000000ms
2497; 0.000000ms
2498; 0.000000ms
2499; 0.000000ms
2500; 0.000000ms
2501; 0.000000ms
2502; 0.000000ms
2503; 0.000000ms
2504; 0.000000ms
2505; 0.000000ms
2506; 0.000000ms
2507; 0.000000ms
2508; 0.000000ms
2509; 0.000000ms
2510; 0.000000ms
2511; 0.000000ms
2512; 0.000000ms
2513; 0.000000ms
2514; 0.000000ms
2515; 0.000000ms
2516; 0.000000ms
2517; 0.000000ms
2518; 0.000000ms
2519; 0.000000ms
2520; 0.000000ms
2521; 0.000000ms
2522; 0.000000ms
2523; 0.000000ms
2524; 0.000000ms
2525; 0.000000ms
2526; 0.000000ms
2527; 0.000000ms
2528; 0.000000ms
2529; 0.000000ms
2530; 0.000000ms
2531; 0.000000ms
2532; 0.000000ms
2533; 0.000000ms
2534; 0.000000ms
2535; 0.000000ms
2536; 0.000000ms
2537; 0.000000ms
2538; 0.000000ms
2539; 0.000000ms
2540; 0.000000ms
2541; 0.000000ms
2542; 0.000000ms
2543; 0.997000ms
2544; 0.000000ms
2545; 0.000000ms
2546; 0.000000ms
2547; 0.000000ms
2548; 0.000000ms
2549; 0.000000ms
2550; 0.000000ms
2551; 0.000000ms
2552; 0.000000ms
2553; 0.000000ms
2554; 0.000000ms
2555; 0.000000ms
2556; 0.000000ms
2557; 0.000000ms
2558; 0.000000ms
2559; 0.000000ms
2560; 0.000000ms
2561; 0.000000ms
2562; 0.000000ms
2563; 0.000000ms
2564; 0.000000ms
2565; 0.000000ms
2566; 0.000000ms
2567; 0.000000ms
2568; 0.000000ms
2569; 0.000000ms
2570; 0.000000ms
2571; 0.000000ms
2572; 0.000000ms
2573; 0.000000ms
2574; 0.000000ms
2575; 0.000000ms
2576; 0.000000ms
2577; 0.000000ms
2578; 0.000000ms
2579; 0.000000ms
2580; 0.000000ms
2581; 0.000000ms
2582; 0.000000ms
2583; 0.000000ms
2584; 0.000000ms
2585; 0.000000ms
2586; 0.000000ms
2587; 0.000000ms
2588; 0.000000ms
2589; 0.000000ms
2590; 0.000000ms
2591; 0.000000ms
2592; 0.000000ms
2593; 0.000000ms
2594; 0.000000ms
2595; 0.000000ms
2596; 0.000000ms
2597; 0.000000ms
2598; 0.000000ms
2599; 0.000000ms
2600; 0.000000ms
2601; 0.000000ms
2602; 0.000000ms
2603; 0.000000ms
2604; 0.000000ms
2605; 0.000000ms
2606; 0.000000ms
2607; 0.000000ms
2608; 0.000000ms
2609; 0.000000ms
2610; 0.000000ms
2611; 0.000000ms
2612; 0.000000ms
2613; 0.000000ms
2614; 0.000000ms
2615; 0.000000ms
2616; 0.000000ms
2617; 0.000000ms
2618; 0.000000ms
2619; 0.000000ms
2620; 0.000000ms
2621; 0.000000ms
2622; 0.000000ms
2623; 0.000000ms
2624; 0.000000ms
2625; 0.000000ms
2626; 0.000000ms
2627; 0.000000ms
2628; 0.000000ms
2629; 0.000000ms
2630; 0.000000ms
2631; 0.000000ms
2632; 0.000000ms
2633; 0.000000ms
